1408c,0549b,0,1,1,0,0,2,0,2,1,0,1,0,2,2,3,3,4,2,0
1343a,1520c,2,0,1,0,2,1,0,0,2,2,1,1,3,1,2,0,1,2,0
1352b,1149a,2,1,1,3,2,2,2,1,2,1,1,1,0,2,3,1,1,2,0
1329b,0556a,1,1,1,3,2,2,3,0,2,2,1,1,1,0,2,0,4,1,0
1039c,1240b,2,4,1,0,2,2,3,1,2,1,1,1,1,0,1,0,3,2,0
0520a,0358b,2,4,1,0,2,1,3,3,2,0,2,1,0,1,2,1,2,2,0
0445c,0888c,2,4,1,3,0,2,0,4,2,0,1,1,0,0,2,1,1,1,0
0938b,1350c,2,1,0,2,2,1,1,2,2,1,4,1,3,0,1,2,1,1,0
1475a,0380a,1,1,0,0,2,2,1,2,2,1,4,1,3,2,2,3,1,2,0
1490b,1221a,1,0,1,3,2,1,0,2,2,3,4,1,0,2,2,2,1,2,0
1368b,0537b,3,1,1,1,2,2,3,4,2,2,1,0,3,0,2,1,4,2,0
1468a,1465b,1,1,1,2,2,2,0,0,2,0,1,1,1,2,1,1,2,2,0
1451a,1421b,1,4,1,3,2,2,0,4,2,3,1,1,3,2,2,2,2,1,0
0322b,0547c,1,1,1,3,1,2,0,1,2,1,2,1,3,2,1,2,1,1,0
0522b,0488c,2,1,0,2,2,2,0,4,2,1,4,0,1,2,2,0,4,2,0
0456a,1377a,2,1,0,2,2,2,0,3,2,2,2,1,3,0,3,0,2,2,0
1178a,0355a,3,4,1,3,0,2,0,3,2,3,2,1,3,2,3,0,3,2,0
0334a,0440b,2,0,1,0,2,3,0,0,2,2,1,1,2,0,2,1,0,1,0
0571b,0381a,0,1,1,0,2,2,0,0,2,1,0,1,3,2,2,0,3,2,0
1335b,0489b,2,2,1,0,2,2,3,2,2,1,0,1,0,2,3,3,4,2,0
1413a,0337b,2,1,1,1,2,3,0,1,2,3,4,1,3,2,2,3,4,2,0
1497c,1197a,2,0,1,3,2,2,3,4,2,1,4,1,3,0,2,1,0,2,0
1245c,0330a,1,0,1,3,2,2,1,4,2,1,0,1,1,2,2,2,1,1,0
1303c,0927c,3,4,1,0,2,2,0,4,2,2,1,0,2,2,1,0,1,2,0
0564c,0401b,0,1,1,1,1,1,0,3,2,2,0,2,3,2,3,3,2,2,0
0544b,0355a,2,1,1,3,2,3,0,0,2,3,2,1,3,2,3,0,3,2,0
0521a,0924a,2,1,1,1,2,1,3,0,2,2,2,1,3,1,2,1,2,2,0
0331a,1198b,3,1,0,0,2,2,3,2,2,1,0,1,3,2,0,2,2,1,0
1409b,0327b,1,1,1,3,2,3,3,1,2,0,1,1,1,1,2,0,3,2,0
0363b,1308c,1,1,1,1,2,1,0,1,1,0,1,2,4,2,2,0,3,2,0
1383b,0358b,3,2,1,3,0,2,1,2,1,0,2,1,0,1,2,1,2,2,0
0521b,1198b,1,1,1,0,1,1,0,0,2,1,0,1,3,2,0,2,2,1,0
1365c,0365b,2,2,1,1,2,2,1,2,2,2,1,1,3,0,2,0,2,1,0
1419b,0354c,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,3,2,2,0
1497a,0333a,0,4,1,0,2,2,1,3,2,2,1,1,3,2,1,2,0,1,0
0503a,1231b,2,1,1,0,2,3,0,2,2,0,0,1,0,2,2,0,1,2,0
0587a,1422a,1,1,1,2,2,2,2,0,2,3,4,0,3,0,2,1,3,2,0
1152b,1482a,2,1,1,1,2,3,0,3,2,2,4,1,3,2,2,3,1,2,0
1144c,0404c,1,1,1,2,2,1,0,0,2,0,2,1,3,2,2,0,4,2,0
1496a,0892c,2,4,1,1,2,1,0,4,2,3,2,0,2,2,2,1,0,2,0
0560a,0927c,2,4,1,0,0,2,0,3,2,2,1,0,2,2,1,0,1,2,0
1229b,0350b,1,1,1,3,2,2,0,2,2,2,1,1,3,2,1,1,4,2,0
1335a,1493b,2,1,1,0,2,3,0,1,2,2,4,1,0,2,2,3,3,2,0
1432c,1409b,2,2,1,0,2,2,0,2,2,1,1,1,3,2,3,3,1,2,0
0570c,1360a,3,4,1,1,2,2,0,1,2,3,1,0,2,2,2,0,2,2,0
1255c,0445a,2,1,1,0,1,2,0,2,2,2,2,1,0,0,2,0,3,2,0
1442b,0449c,2,2,1,3,2,2,1,4,2,1,0,1,3,2,3,0,0,2,0
1204a,1476c,0,0,1,0,2,2,1,0,2,1,2,1,3,0,2,1,1,1,0
0579c,1171b,2,1,1,0,2,2,1,0,1,2,4,1,3,2,1,1,3,2,0
1378a,0507a,3,4,1,3,2,3,0,0,2,1,1,1,3,0,2,1,2,1,0
1521c,1226c,0,1,1,2,2,2,1,0,2,2,0,0,0,0,2,0,0,2,0
1123c,0587c,3,4,1,3,2,2,1,4,2,1,4,0,3,2,3,1,3,2,0
1274a,1262a,1,1,1,1,2,2,0,3,2,2,4,1,3,2,3,0,4,2,0
1394b,1532a,3,1,0,1,2,1,1,3,2,0,2,1,0,2,1,1,1,1,0
0335a,1135b,1,1,1,2,2,2,1,0,2,3,1,1,0,2,3,1,1,2,0
0338a,0348a,2,4,1,0,2,3,0,1,2,3,0,1,0,2,1,0,4,2,0
0357c,0585b,0,2,1,1,0,2,0,1,1,3,1,2,3,2,3,1,4,2,0
1231a,0594a,1,2,1,0,2,2,1,0,2,3,2,1,0,2,2,1,4,2,0
1402b,0489a,1,2,1,3,0,2,1,3,2,1,4,2,0,2,3,1,2,2,0
0473a,0547a,1,2,1,0,0,2,1,1,2,2,2,0,1,2,2,0,1,2,0
1329a,0518a,1,1,1,3,2,1,1,3,2,2,1,1,0,0,2,2,1,1,0
1221a,0585b,3,4,1,0,2,2,2,1,2,3,1,2,3,2,3,1,4,2,0
0328b,0597a,0,2,1,1,2,3,0,3,2,3,4,2,0,2,3,3,1,1,0
0405c,1198b,1,0,1,1,2,2,1,2,1,1,0,1,3,2,0,2,2,1,0
1460a,0546c,2,1,1,1,0,2,0,0,2,2,0,1,3,2,1,3,1,2,0
1329b,1361b,1,1,1,3,2,2,3,0,2,1,0,1,3,2,2,0,4,2,0
1320a,1180b,1,1,1,3,2,1,0,3,2,1,1,1,0,2,2,1,1,1,0
1303a,1483c,3,4,1,0,0,2,0,4,2,1,1,1,1,0,1,0,1,1,0
0577a,0560c,2,1,1,0,2,2,0,1,2,1,1,1,0,2,1,1,0,2,0
1286a,1091a,1,2,1,3,2,1,1,3,2,3,1,2,4,2,2,3,4,2,0
0457a,0376c,2,3,1,3,2,2,0,1,2,2,1,0,0,3,2,2,3,2,0
0587b,0330a,0,1,1,0,2,1,1,0,1,1,0,1,1,2,2,2,1,1,0
0337a,1221c,2,1,1,3,2,2,3,2,1,2,1,1,0,2,0,0,3,2,0
1171b,0540a,2,4,1,3,2,1,1,3,2,3,3,1,1,2,3,0,3,2,0
1409a,0405b,3,4,1,3,0,2,0,4,2,1,0,1,4,0,2,0,1,2,0
1406c,1057b,1,0,1,4,0,2,3,2,2,1,0,0,2,0,2,1,0,1,0
1431c,1114a,3,1,1,3,2,3,1,4,2,2,1,1,3,0,2,2,0,1,0
1402b,0355b,1,2,1,3,0,2,1,3,2,1,4,1,0,0,2,1,1,1,0
1153b,1465b,0,4,1,3,2,2,1,2,2,0,1,1,1,2,1,1,2,2,0
0403c,1394b,1,0,0,0,2,2,0,3,2,3,1,0,1,2,1,1,3,2,0
0431c,0396b,2,0,1,0,2,2,2,3,2,2,1,0,1,2,2,1,3,2,0
0473b,0311a,1,4,1,1,0,3,0,3,2,1,2,1,1,2,1,3,3,2,0
1180b,0351a,1,1,1,0,2,2,1,1,1,1,2,0,0,2,2,0,3,2,0
0334c,1353b,1,4,1,3,0,2,0,0,2,2,1,0,2,2,1,0,2,2,0
1252a,0458b,3,1,1,3,2,3,0,3,2,3,2,1,3,2,2,1,3,2,0
0510c,0355a,3,1,1,1,2,1,1,0,2,3,2,1,3,2,3,0,3,2,0
1152c,0463b,0,0,1,1,2,1,1,1,1,0,0,0,3,2,3,0,3,2,0
0349b,0489a,0,1,1,3,2,2,3,1,2,1,4,2,0,2,3,1,2,2,0
1267c,0350c,1,0,1,0,2,2,0,1,1,2,0,1,0,1,1,0,2,2,0
1377c,1204b,2,1,0,2,2,3,0,3,2,2,1,1,3,1,3,0,4,2,0
0335a,1237a,1,1,1,2,2,2,1,0,2,2,1,0,1,2,2,0,1,2,0
0491b,0363a,2,1,1,0,2,1,1,0,2,0,0,1,1,2,2,1,1,2,0
1257b,0550b,3,4,1,0,2,2,0,3,2,3,0,1,0,2,2,0,4,2,0
0334b,1394c,2,0,1,0,2,2,3,1,2,3,2,1,0,2,2,3,2,1,0
1352b,0365b,2,1,1,3,2,2,2,1,2,2,1,1,3,0,2,0,2,1,0
1335b,0375c,2,2,1,0,2,2,3,2,2,2,4,1,4,2,2,2,1,1,0
1296c,1383b,1,1,1,3,0,2,1,0,2,3,2,1,3,0,2,1,2,1,0
1382a,1451b,2,0,1,0,2,2,1,3,2,3,1,1,3,2,3,3,3,2,0
1108b,0315a,2,2,0,2,2,1,0,0,2,2,4,0,2,2,3,0,3,2,0
1432b,1152c,3,1,1,0,1,2,1,4,2,0,0,1,1,2,1,1,1,1,0
1562b,0351b,1,2,1,0,0,2,0,2,2,1,1,1,1,3,2,1,3,2,0
1289a,0896c,2,1,1,0,2,3,0,3,2,1,1,1,0,2,3,1,4,2,0
0539a,1451b,2,4,1,3,2,2,1,2,2,3,1,1,3,2,3,3,3,2,0
1267b,1538a,2,2,1,2,2,2,0,1,2,1,1,1,3,2,3,1,2,1,0
1447a,1441b,2,1,1,3,2,1,1,0,2,2,0,1,0,0,2,0,2,2,0
0412b,1465c,3,4,1,3,2,2,3,0,2,1,2,0,2,2,2,0,2,2,0
1430b,1368c,1,1,1,1,1,2,0,3,2,2,1,1,3,0,1,2,0,1,0
1497c,1501c,2,0,1,3,2,2,3,4,2,0,1,1,0,0,2,1,2,1,0
0333a,0457c,2,1,1,3,2,1,2,0,1,0,2,1,0,0,2,0,3,2,0
1227b,0336c,3,1,1,3,2,1,0,4,2,3,2,1,2,2,2,0,1,1,0
1368b,0347a,3,1,1,1,2,2,3,4,2,2,4,1,3,0,3,1,4,1,0
0553b,1444b,2,1,1,0,0,2,1,1,1,1,0,1,1,2,2,0,0,1,0
1482a,1164b,2,4,1,3,2,2,3,1,2,2,1,1,2,1,2,1,1,2,0
1489c,1413b,2,4,1,0,2,2,1,1,2,0,1,1,0,2,1,0,2,2,0
1485b,0535c,0,1,1,3,2,1,1,2,1,1,2,1,3,2,1,3,3,2,0
1454b,1370c,2,1,1,3,2,2,1,0,2,3,1,1,1,2,2,1,1,2,0
1528c,0491a,0,1,1,3,2,2,0,0,2,2,1,1,1,2,1,0,2,1,0
1328a,0301c,3,1,1,2,2,3,0,0,2,3,1,1,4,0,2,0,1,2,0
0365a,0380a,0,2,1,0,2,2,0,1,2,1,4,1,3,2,2,3,1,2,0
1443c,1511c,0,1,1,1,2,1,1,2,1,1,1,0,1,0,3,1,0,1,0
0496c,0587b,3,4,1,3,2,2,0,1,2,0,1,1,0,2,1,1,0,1,0
1472c,1468b,2,0,1,3,2,2,1,1,2,3,1,1,2,2,2,1,3,2,0
1224c,1098a,1,0,1,1,2,1,1,2,2,0,1,0,1,0,1,1,1,1,0
1362a,0321a,3,1,1,3,2,2,0,0,2,2,1,1,3,2,1,1,2,1,0
0334a,0969a,2,0,1,0,2,3,0,0,2,2,2,1,1,2,2,1,2,1,0
0491a,1220b,2,1,1,1,2,1,0,2,1,0,1,1,1,2,3,1,2,1,0
1458a,0560a,0,1,1,3,2,2,1,1,2,2,4,1,0,0,2,0,3,2,0
0537b,0439a,2,1,0,3,0,2,1,4,2,3,1,2,4,2,2,3,2,2,0
1562b,0587a,1,2,1,0,0,2,0,2,2,1,1,1,2,2,2,2,0,2,0
1152b,0324b,2,1,1,1,2,3,0,3,2,0,1,1,3,0,2,1,1,1,0
0306a,1442c,3,1,1,2,2,2,0,1,2,1,1,1,0,0,2,0,2,1,0
0411b,0916a,1,2,1,1,2,2,0,1,2,1,1,1,0,0,2,2,1,1,0
0328b,1323c,0,2,1,1,2,3,0,3,2,1,0,1,1,2,2,3,0,1,0
1367a,1394c,2,0,1,1,2,2,3,2,2,3,2,1,0,2,2,3,2,1,0
1546a,0469b,1,1,0,3,2,1,1,2,1,3,2,1,2,0,2,1,1,1,0
1243a,1221c,1,0,1,3,2,2,1,3,2,2,1,1,0,2,0,0,3,2,0
1493a,0888c,2,1,1,0,1,2,0,3,2,0,1,1,0,0,2,1,1,1,0
1236a,1328c,3,0,1,3,2,2,0,3,2,1,1,1,3,2,2,2,1,1,0
1180a,0577c,2,1,1,2,2,2,1,1,2,1,1,1,1,2,3,0,0,2,0
1360b,1495c,2,0,1,0,2,2,0,2,2,1,1,1,0,0,2,1,2,1,0
1237c,0312b,2,1,0,2,2,2,0,1,2,1,1,0,1,2,2,2,4,2,0
1230b,1353b,1,1,0,3,2,2,1,3,2,2,1,0,2,2,1,0,2,2,0
1433a,0570c,2,2,1,0,2,2,1,0,2,3,4,1,1,2,2,0,1,2,0
0411a,1124c,3,1,1,0,2,1,1,4,2,3,1,1,0,2,0,1,2,2,0
1465a,0518c,3,4,1,0,2,2,3,2,2,3,4,1,1,2,3,0,4,2,0
1201a,0318b,0,1,1,0,2,2,2,3,2,1,2,1,0,0,2,0,0,2,0
1352a,0313b,2,2,1,1,2,2,1,4,2,2,1,0,2,2,2,0,0,2,0
1193a,1176a,1,4,1,3,2,3,1,1,2,2,0,2,4,2,2,1,3,2,0
1562b,0340b,1,2,1,0,0,2,0,2,2,1,4,1,1,2,1,0,3,2,0
1471b,1336a,1,0,1,0,2,2,0,4,2,0,1,1,2,2,2,0,0,2,0
0345a,0348a,0,1,1,0,0,2,0,2,2,3,0,1,0,2,1,0,4,2,0
0441b,1443b,2,2,1,0,0,2,3,2,2,2,1,1,2,0,2,2,0,1,0
1107c,0336c,0,2,1,3,2,2,1,0,2,3,2,1,2,2,2,0,1,1,0
0353a,0571c,2,1,1,3,1,2,0,2,2,1,0,1,1,0,1,0,1,1,0
0315a,0455c,2,4,0,2,2,3,0,3,2,3,1,1,3,3,1,3,1,2,0
1426a,0401b,2,0,1,1,2,2,1,2,1,2,0,2,3,2,3,3,2,2,0
0950a,0317b,2,1,1,3,0,2,2,2,1,0,4,0,0,0,2,2,3,2,0
0424a,1268a,1,2,1,3,2,2,0,1,2,2,1,1,0,0,2,0,4,2,0
1408c,0576b,0,1,1,0,0,2,0,2,1,1,1,1,3,0,2,3,0,2,0
1221c,0316a,2,1,1,0,2,0,0,3,2,2,1,2,3,2,3,1,2,2,0
0451a,1204a,2,1,1,0,2,1,0,0,2,0,0,1,0,2,2,1,0,2,0
1364b,0569c,3,1,1,3,2,2,1,1,2,1,1,1,0,2,2,3,3,2,0
0353b,0474c,2,1,1,1,2,1,1,2,1,3,4,1,0,2,2,3,1,2,0
0413a,1282c,1,1,1,1,2,3,0,1,1,1,1,2,3,2,2,1,2,2,0
1231a,0562c,1,2,1,0,2,2,1,0,2,3,0,1,3,2,1,0,2,2,0
0532b,0515a,2,1,1,3,0,2,0,1,1,1,1,1,3,2,2,2,2,1,0
1086b,1501c,0,1,1,1,2,2,1,0,1,0,1,1,0,0,2,1,2,1,0
0402b,1178a,3,4,1,3,2,2,1,2,2,3,4,1,3,0,2,0,3,2,0
1370a,1236b,2,1,1,3,0,2,0,1,2,3,4,1,0,2,2,1,0,2,0
1534a,1493a,2,1,1,1,2,3,1,3,2,2,1,1,0,1,2,0,3,2,0
1224c,1323c,1,0,1,1,2,1,1,2,2,1,0,1,1,2,2,3,0,1,0
0338c,1204b,0,1,1,3,2,2,1,2,1,2,1,1,3,1,3,0,4,2,0
1134b,1221a,3,4,1,1,2,2,0,2,2,3,4,1,0,2,2,2,1,2,0
1465a,0457b,3,4,1,0,2,2,3,2,2,1,4,0,1,0,2,0,1,1,0
0575c,0553b,2,1,1,1,2,3,0,0,2,2,1,1,0,0,2,1,1,1,0
1257a,1237c,2,1,1,2,2,1,0,3,2,2,1,0,2,2,2,0,1,2,0
1099c,1312a,2,4,0,2,2,2,0,3,2,1,2,0,2,0,2,1,2,1,0
1171b,0343c,2,4,1,3,2,1,1,3,2,1,0,0,2,2,3,1,3,2,0
0496e,0314c,2,1,0,1,2,3,0,2,2,1,1,1,3,2,0,0,0,2,0
1425c,0525b,1,4,1,1,2,1,0,1,2,2,3,0,0,2,2,0,3,2,0
1408c,1549c,0,1,1,0,0,2,0,2,1,0,2,1,3,2,2,1,4,2,0
1229c,0518a,2,1,0,0,2,2,1,2,2,2,1,1,0,0,2,2,1,1,0
0355c,0538a,1,1,1,1,2,1,0,1,2,2,1,0,3,2,2,1,4,2,0
1382b,1119a,2,1,1,0,0,2,0,0,2,1,1,1,0,0,2,0,1,2,0
0334b,0314c,2,0,1,0,2,2,3,1,2,1,1,1,3,2,0,0,0,2,0
1360b,1517c,2,0,1,0,2,2,0,2,2,3,0,1,0,2,2,1,4,2,0
0577a,0377a,2,1,1,0,2,2,0,1,2,1,4,1,1,2,2,0,1,2,0
1180b,1416c,1,1,1,0,2,2,1,1,1,1,4,1,3,2,3,1,4,2,0
1485b,0354a,0,1,1,3,2,1,1,2,1,2,1,1,4,2,1,0,4,2,0
0564a,0516a,2,1,1,0,2,3,3,2,1,2,0,1,0,0,3,0,3,2,0
1370a,1547b,2,1,1,3,0,2,0,1,2,2,0,1,1,2,1,0,2,2,0
1090c,0927b,0,0,1,3,2,2,0,1,2,1,4,1,1,2,3,1,1,2,0
0521a,1353b,2,1,1,1,2,1,3,0,2,2,1,0,2,2,1,0,2,2,0
0546c,1155b,2,0,1,3,2,1,3,1,2,1,1,1,3,0,1,1,2,1,0
1471b,0577c,1,0,1,0,2,2,0,4,2,1,1,1,1,2,3,0,0,2,0
1129c,1538a,1,2,1,3,2,2,0,2,2,1,1,1,3,2,3,1,2,1,0
1129c,1547b,1,2,1,3,2,2,0,2,2,2,0,1,1,2,1,0,2,2,0
1567c,0390c,2,4,1,4,2,2,0,2,2,2,0,1,0,1,2,1,3,2,0
0550c,1129b,2,0,1,1,2,2,0,4,2,3,1,1,0,2,2,1,4,1,0
0570a,0330a,2,1,0,3,0,2,1,3,2,1,0,1,1,2,2,2,1,1,0
1153b,0354a,0,4,1,3,2,2,1,2,2,2,1,1,4,2,1,0,4,2,0
1533c,0440b,1,2,1,3,2,1,0,1,1,2,1,1,2,0,2,1,0,1,0
0587b,1273c,0,1,1,0,2,1,1,0,1,1,1,1,3,1,1,3,1,2,0
0386a,0463b,1,2,1,0,0,2,3,0,2,0,0,0,3,2,3,0,3,2,0
0301b,1377c,1,1,1,2,2,3,0,0,2,2,1,0,2,2,3,0,3,2,0
0583c,0547c,3,1,0,2,2,2,2,3,2,1,2,1,3,2,1,2,1,1,0
0538a,0451c,2,1,0,3,2,2,1,4,2,1,0,1,1,2,2,0,2,1,0
0885c,1408b,2,1,1,0,1,3,0,0,2,1,1,0,1,0,3,0,2,1,0
1329c,0888c,0,1,1,0,2,2,3,0,2,0,1,1,0,0,2,1,1,1,0
0311a,1511c,1,2,1,1,2,1,3,3,2,1,1,0,1,0,3,1,0,1,0
0587a,1440b,1,1,1,2,2,2,2,0,2,0,4,0,2,0,2,0,4,1,0
1547a,0521a,2,4,1,1,2,1,0,2,2,2,1,1,1,2,1,3,0,2,0
0491c,1231c,2,2,1,0,2,2,0,4,2,1,4,1,3,2,2,1,3,2,0
1482a,1561b,2,4,1,3,2,2,3,1,2,0,0,1,0,2,2,2,1,1,0
0315b,0469c,2,1,0,2,2,1,1,3,2,2,0,1,1,0,2,3,0,1,0
0319b,1475c,1,1,1,1,2,3,0,2,1,3,1,1,3,0,1,3,4,2,0
0363c,0507c,1,1,1,0,2,2,3,0,2,3,4,1,1,2,1,0,1,2,0
0313b,1057b,2,1,0,2,2,2,0,0,2,1,0,0,2,0,2,1,0,1,0
1517c,0514c,3,0,1,0,2,2,1,4,2,3,1,0,2,2,2,0,1,2,0
0544c,1377b,1,4,1,3,2,2,2,0,1,0,1,1,0,1,2,1,0,2,0
1344a,1371c,1,1,1,0,2,3,0,3,2,2,1,1,0,2,3,2,3,2,0
1365c,0318b,2,2,1,1,2,2,1,2,2,1,2,1,0,0,2,0,0,2,0
0411b,0532c,1,2,1,1,2,2,0,1,2,2,2,1,3,2,3,0,2,2,0
1257b,0338a,3,4,1,0,2,2,0,3,2,2,4,1,0,2,3,0,1,2,0
0302c,0892c,3,1,0,2,2,3,0,3,2,3,2,0,2,2,2,1,0,2,0
0461a,1167a,3,1,1,3,0,2,0,0,2,0,2,1,0,2,2,0,4,2,0
1336a,1402b,0,1,1,2,2,2,0,0,2,1,2,1,3,0,2,1,3,2,0
1210a,1108b,0,1,1,0,0,2,2,2,1,2,2,0,2,2,1,0,0,2,0
0575c,1197a,2,1,1,1,2,3,0,0,2,1,4,1,3,0,2,1,0,2,0
1416b,1513a,2,0,1,0,2,2,1,2,2,2,0,1,3,2,3,0,3,2,0
0445c,0385a,2,4,1,3,0,2,0,4,2,0,0,1,2,2,3,3,0,2,0
1229b,1455a,1,1,1,3,2,2,0,2,2,3,1,1,0,2,2,1,2,2,0
0552a,1375a,2,1,1,0,2,2,1,2,1,1,0,1,1,2,2,0,3,2,0
0421c,0471c,1,0,1,1,2,2,1,1,1,0,0,1,3,2,1,1,2,1,0
1544a,0463b,3,4,1,0,2,2,3,4,2,0,0,0,3,2,3,0,3,2,0
0349a,1196c,3,1,1,1,2,1,0,1,2,1,1,1,1,2,3,3,3,2,0
0562a,1178c,0,1,1,3,2,2,1,4,2,2,4,1,3,0,2,1,0,2,0
0307c,0313b,1,1,1,1,2,2,2,3,2,2,1,0,2,2,2,0,0,2,0
1365a,1181c,3,4,1,3,2,1,0,3,2,2,2,1,0,0,3,0,4,2,0
1230b,1259a,1,1,0,3,2,2,1,3,2,1,4,0,0,2,3,1,3,2,0
1475c,0368c,3,1,1,3,0,1,3,4,2,3,1,0,2,2,3,2,2,2,0
1222c,1365b,0,1,1,0,2,2,1,2,1,0,4,1,3,2,2,1,0,2,0
1484b,1567b,1,1,1,0,2,1,1,2,1,3,1,0,2,2,2,0,0,2,0
1551a,1555b,0,1,1,0,2,2,3,3,2,2,2,1,1,2,3,0,3,2,0
1366a,1240b,3,1,1,0,2,1,1,1,2,1,1,1,1,0,1,0,3,2,0
1155b,0535c,1,1,1,3,0,1,1,2,1,1,2,1,3,2,1,3,3,2,0
0304a,0471c,2,1,1,1,2,0,1,2,2,0,0,1,3,2,1,1,2,1,0
0562a,0555c,0,1,1,3,2,2,1,4,2,3,0,1,1,2,2,0,4,2,0
1234a,1353b,3,4,1,3,2,2,0,3,2,2,1,0,2,2,1,0,2,2,0
1294a,0587b,1,0,1,0,2,1,0,0,1,0,1,1,0,2,1,1,0,1,0
0491a,1036b,2,1,1,1,2,1,0,2,1,2,2,0,2,2,2,0,0,2,0
0531a,0316a,2,2,1,1,2,2,0,3,2,2,1,2,3,2,3,1,2,2,0
1475a,0516a,1,1,0,0,2,2,1,2,2,2,0,1,0,0,3,0,3,2,0
1087a,0525a,1,2,1,1,2,1,0,2,1,1,2,1,3,2,1,1,1,1,0
1486b,0585b,2,0,1,0,2,3,1,4,2,3,1,2,3,2,3,1,4,2,0
1143c,0546b,1,1,1,0,1,2,3,1,2,3,1,1,3,1,3,0,1,2,0
1475b,1367b,3,1,0,3,2,2,0,3,2,1,1,0,1,2,1,0,3,2,0
1545a,1344c,0,1,1,0,2,2,1,2,2,3,1,1,3,2,2,1,4,2,0
0381b,1429c,3,1,1,0,2,3,0,4,2,0,0,1,3,2,2,0,0,2,0
1362a,0577c,3,1,1,3,2,2,0,0,2,1,1,1,1,2,3,0,0,2,0
0472a,1197a,3,1,1,3,2,3,0,0,2,1,4,1,3,0,2,1,0,2,0
0366a,1153c,2,4,1,3,2,2,0,3,2,2,1,1,0,1,2,0,1,2,0
0536b,1508b,1,0,1,2,2,2,0,3,2,1,1,1,0,2,1,1,0,1,0
